id,amountUSD,budgetYear,createdAt,date,decisionDate,description,firstReportedDate,flowType,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,source_Organization_id,source_UsageYear_id,Donor,source_UsageYear_name,destination_Plan_id,destination_Organization_id,destination_GlobalCluster_id,destination_Location_id,destination_iso3,destination_Project_id,destination_UsageYear_id,destination_Plan_name,Recipient.Organization,destination_GlobalCluster_name,Destination.Country,destination_Project_name,destination_UsageYear_name,report_type,report_organisation,report_channel,report_date,originalAmount,source_Location_id,source_iso3,source_Location_name,destination_Emergency_id,destination_Emergency_name,refCode,source_GlobalCluster_id,source_GlobalCluster_name,exchangeRate,source_Plan_id,source_Plan_name,grandBargainEarmarkingType,source_Emergency_id,source_Emergency_name,source_Project_id,source_Project_name,destination_Cluster_id,destination_Cluster_name,source_Cluster_id,source_Cluster_name,analysis_date,emergency_boundary,plan_boundary,description_search_flag,potential_overlap_flag
129182,33175000,2015,2015-05-19T14:47:00Z,2015-05-12T00:00:00Z,2015-05-12T00:00:00Z,Private sector contributions to the Nepal earthquake,2015-05-19T14:47:00Z,Standard,t,USD,Traditional aid,,commitment,2015-06-18,1,incoming,single,4543,37,Private (individuals & organizations),2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-05-19T14:47:00.000Z,,"","","",629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-05-12,Incoming,,FALSE,FALSE
127944,138282,2015,2015-04-27T11:17:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,relief items and emergency supplies in response to the earthquake that struck Nepal,2015-04-27T11:17:00Z,Standard,f,SGD,Traditional aid,,paid,2015-05-06,1,internal,single,2173,37,Singapore Red Cross Society,2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-04-27T11:17:00.000Z,190000,"","","",629,NEPAL - Earthquake - April 2015,"","","",1.374,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127967,6637168,2015,2015-04-27T12:51:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"immediate response to the vast devastation caused by the earthquake that hit Nepal - to help address the most urgent needs: clean water, food, medicine, emergency shelter and telecommunication.",2015-04-27T12:51:00Z,Standard,t,EUR,Traditional aid,,commitment,2015-05-05,1,incoming,single,8523,37,European Commission's Humanitarian Aid and Civil Protection Department,2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,European Commission's Humanitarian Aid and Civil Protection Department,Other,2015-04-27T12:51:00.000Z,6000000,"","","",629,NEPAL - Earthquake - April 2015,"","","",0.904,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127971,0,2015,2015-04-27T12:51:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"in kind - sent 5 TAs, 1 ERCC Liaison",2015-04-27T12:51:00Z,Standard,t,EUR,Traditional aid,,paid,2015-05-01,1,incoming,single,2966,37,European Commission,2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T12:51:00.000Z,,"","","",629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127976,500000,2015,2015-04-27T17:03:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,"The project will recover food security and livelihoods of at least 850 earthquake-affected households in Gorkha district, Nepal.",2015-04-27T17:03:00Z,Standard,t,USD,Traditional aid,,paid,2016-01-11,1,incoming,single,6547,37,Taiwan International Cooperation and Development Fund,2015,486,8528,6,156,NPL,41727,37,Nepal Earthquake Flash Appeal 2015,CARE Nepal,Food Security,Nepal,"Addressing the immediate food security needs of 10,000 earthquake-affected households in Dadhing, Gorkha, and Sindupalchowk Districts, Nepal",2015,Primary,Taiwan International Cooperation and Development Fund,Other,2015-04-27T17:03:00.000Z,,"","","",629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"",1984,FOOD SECURITY,"","",2015-12-01,Incoming,Incoming,FALSE,FALSE
127980,840000,2015,2015-04-27T17:19:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,financial and in-kind contribution (including 2000 tents),2015-04-27T17:19:00Z,Standard,f,CNY,Traditional aid,,paid,2015-04-27,1,internal,single,2053,37,Red Cross Society of China,2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-04-27T17:19:00.000Z,5000000,"","","",629,NEPAL - Earthquake - April 2015,"","","",5.952381,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127930,19500,2015,2015-04-27T10:29:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,relief team -  USAR and medical coordination,2015-04-27T10:29:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,4844,37,"Hungary, Government of",2015,"","",7,156,NPL,,37,"","",Health,Nepal,"",2015,Primary,"",Other,2015-04-27T10:29:00.000Z,,101,HUN,Hungary,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127957,0,2015,2015-04-27T12:22:00Z,2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,"humanitarian relief and rescue operation—Operation Maitri:
- several aircraft, carrying medical supplies, and a mobile hospital;
-	Deployed 10 NDRF teams (450 people including 90 NDRF personnel internationally trained in search-and-rescue) 
-	an engineering task force, 18 medical units, and six medical teams; 
-	The trucks from Uttar Pradesh carried medical supplies and a team of 41 medical and paramedical staff; An alternative means of getting in relief material, the land route, has been made operational now;
 -	One Unmanned Aerial Vehicle is also on the way;
-	Communication experts - restore the broken communication system 
-	Indian Army deployed; 10 Inmarsat systems for satellite communications. 250 high frequency wireless sets were sent to coordinate rescue and relief work;
-	team of power officials and officials from the Indian Oil Corporation restore electricity and fuel in Kathmandu.",2015-04-27T12:22:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-01,1,incoming,single,4846,37,"India, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-04-27T12:22:00.000Z,,103,IND,India,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-25,Incoming,,FALSE,FALSE
127962,0,2015,2015-04-27T12:26:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"A 290-member mission from the Home Front Command; the mission rapidly established and opened an advanced multi-department hospital in Kathmandu, equipped with approximately 95 tons of humanitarian and medical supplies and a medical staff of 122 doctors, nurses and paramedics, to provide care for disaster casualties. The facility and includes pediatric, surgical, internal medicine, neonatal, and radiology departments as well as a maternity ward and emergency and operating rooms. The hospital has the equipment, capacity and manpower to treat approximately 200 patients each day; the mission also comprises highly skilled search and rescue teams from the IDF National Search and Rescue Unit, who commenced operation in Kathmandu on 28 April 2015.",2015-04-27T12:26:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-06,1,incoming,single,4847,37,"Israel, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"Israel, Government of",Other,2015-04-27T12:26:00.000Z,,109,ISR,Israel,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127931,0,2015,2015-04-27T10:31:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,relief team -  medical team,2015-04-27T10:31:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-04,1,incoming,single,3774,37,"Italy, Government of",2015,"","",7,156,NPL,,37,"","",Health,Nepal,"",2015,Primary,"",Other,2015-04-27T10:31:00.000Z,,110,ITA,Italy,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127942,0,2015,2015-04-27T10:59:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"Japan Disaster Relief (JDR) Rescue Team, with 70 members; assessment team which consists of 4 members; Japan Disaster Relief Medical Team",2015-04-27T10:59:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-29,1,incoming,single,4537,37,"Japan, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:59:00.000Z,,112,JPN,Japan,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127947,208472,2015,2015-04-27T11:46:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"to provide emergency relief goods (Tents, blankets etc.) to Nepal, in response to the request from the Government of Nepal following the damage caused by the massive earthquake.",2015-04-27T11:46:00Z,Standard,t,JPY,Traditional aid,,commitment,2015-04-28,1,incoming,single,4537,37,"Japan, Government of",2015,"",4861,4,156,NPL,,37,"","Nepal, Government of",Emergency Shelter and NFI,Nepal,"",2015,Primary,"Japan, Government of",Other,2015-04-27T11:46:00.000Z,25000000,112,JPN,Japan,629,NEPAL - Earthquake - April 2015,"","","",119.9202,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127966,1000000,2015,2015-04-27T12:43:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,cash and in kind emergency assistance,2015-04-27T12:43:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-06,1,incoming,single,2929,37,"Korea, Republic of, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-04-27T12:43:00.000Z,,119,KOR,"Korea, Republic of",629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127982,0,2015,2015-04-27T17:23:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"Dispatch KDRT (Korean Disaster Relief Team), composed of 40 members, mainly SAR and medical staff.",2015-04-27T17:23:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,2929,37,"Korea, Republic of, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"",Other,2015-04-27T17:23:00.000Z,,119,KOR,"Korea, Republic of",629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127924,0,2015,2015-04-27T10:22:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"relief team -  Special Malaysia Disaster Assistance and Rescue Team (SMART) -20 medical doctors, 30-man rescue team with medicines and medical supplies to Kathmandu",2015-04-27T10:22:00Z,Standard,t,USD,Traditional aid,,commitment,2015-04-27,1,incoming,single,4383,37,"Malaysia, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:22:00.000Z,,135,MYS,Malaysia,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127951,1914242,2015,2015-04-27T11:56:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"life-saving humanitarian support to Nepal - Emergency relief for water, sanitation, child and maternal health and shelter (World Vision, Save the Children, Caritas, Care, Plan, Oxfam)",2015-04-27T11:56:00Z,Standard,t,AUD,Traditional aid,,paid,2015-05-12,1,incoming,single,4391,37,"Australia, Government of",2015,"",4319,"",156,NPL,,37,"",NGOs (details not yet provided),"",Nepal,"",2015,Primary,"Australia, Government of",Other,2015-04-27T11:56:00.000Z,2500000,14,AUS,Australia,629,NEPAL - Earthquake - April 2015,"","","",1.306,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127953,382848,2015,2015-04-27T11:57:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,life-saving humanitarian support to Nepal,2015-04-27T11:57:00Z,Standard,t,AUD,Traditional aid,,paid,2015-04-30,1,incoming,single,4391,37,"Australia, Government of",2015,"",117,"",156,NPL,,37,"",Australian Red Cross,"",Nepal,"",2015,Primary,"Australia, Government of",Other,2015-04-27T11:57:00.000Z,500000,14,AUS,Australia,629,NEPAL - Earthquake - April 2015,"","","",1.306,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
128009,803213,2015,2015-04-28T10:46:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,Life-saving humanitarian support to Nepal -  for medical supplies,2015-04-28T10:46:00Z,Standard,t,AUD,Traditional aid,,paid,2015-07-03,1,incoming,single,4391,37,"Australia, Government of",2015,486,4398,7,156,NPL,41777,37,Nepal Earthquake Flash Appeal 2015,World Health Organization,Health,Nepal,Addressing health needs in the earthquake affected population,2015,Primary,"Australia, Government of",Other,2015-04-28T10:46:00.000Z,1000000,14,AUS,Australia,629,NEPAL - Earthquake - April 2015,"","","",1.245,"","","","","",,"",1986,HEALTH,"","",2015-04-26,Incoming,Incoming,FALSE,FALSE
128012,216867,2015,2015-04-28T10:51:00Z,2015-04-28T00:00:00Z,2015-04-28T00:00:00Z,"in kind - relief supplies in two C17 flights - contains 936 tarpaulins for 936 families, 1,200 blankets for 240 families, 746 hygiene kits for 746 families, water purification tablets for 1,000 families.",2015-04-28T10:51:00Z,Standard,t,AUD,Traditional aid,,commitment,2015-05-12,1,incoming,single,4391,37,"Australia, Government of",2015,"","",4,156,NPL,,37,"","",Emergency Shelter and NFI,Nepal,"",2015,Primary,"Australia, Government of",Other,2015-04-28T10:51:00.000Z,270000,14,AUS,Australia,629,NEPAL - Earthquake - April 2015,"","","",1.245,"","","","","",,"","","","","",2015-04-28,Incoming,,FALSE,FALSE
127926,0,2015,2015-04-27T10:24:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"relief team - USAR - 62-human and 8-dog contingent; Dutch physicians, nurses, and engineers, as well as 5 tons of relief supplies",2015-04-27T10:24:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,3008,37,"Netherlands, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:24:00.000Z,,157,NLD,Netherlands,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127968,375328,2015,2015-04-27T12:55:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,relief team - NORSAR/SAR-team,2015-04-27T12:55:00Z,Standard,t,NOK,Traditional aid,152905,paid,2015-05-19,1,incoming,single,2930,37,"Norway, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"Norway, Government of",Other,2015-04-27T12:55:00.000Z,3000000,167,NOR,Norway,629,NEPAL - Earthquake - April 2015,"","","",7.993,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127975,0,2015,2015-04-27T17:05:00Z,2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,"in kind - 8 x C-130 Cargo aircraft to transport relief and rescue equipment along with specialist teams; a 30-bed field hospital with 50-member team of doctors, paramedics and technicians, treated 1,200 patients; 38-member Urban search-and-Rescue Teams equipped with radars, concrete cutters, and other rescue equipment; food items: 3,000 ready meals, 215 food pack, 1 ton rice, 500 kg lentils, drinking water for 4,000 families,  1,550 tents,1,000 blankets, 1 ton medicine; 7 Nepalese doctors ferried to Nepal free of cost",2015-04-27T17:05:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-11,1,incoming,single,83,37,"Pakistan, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"Pakistan, Government of",Other,2015-04-27T17:05:00.000Z,,169,PAK,Pakistan,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-25,Incoming,,FALSE,FALSE
127921,0,2015,2015-04-27T10:18:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"relief team - USAR - 81 fire fighters, 12 search and rescue dogs and 6 doctors",2015-04-27T10:18:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,86,37,"Poland, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:18:00.000Z,,178,POL,Poland,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127979,0,2015,2015-04-27T17:09:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"Naval bridge -  to supply aid to the Nepalese population affected by a massive earthquake - four aircrafts carrying total 240 metric tons relief items (60 tons each) were sent on 26 and 27 April, including foodstuffs, medicines, power generators and tents.",2015-04-27T17:09:00Z,Standard,t,USD,Traditional aid,,paid,2015-08-25,1,incoming,single,87,37,"Qatar, Government of",2015,"","","",156,NPL,,37,"","","",Nepal,"",2015,Primary,"Qatar, Government of",Other,2015-04-27T17:09:00.000Z,,181,QAT,Qatar,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127940,0,2015,2015-04-27T10:54:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"provided USAR and assessment teams of more than 100 people including doctors, arrived in Katmandu on 26 April and 1 May",2015-04-27T10:54:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-27,1,incoming,single,3006,37,"Russian Federation, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"Russian Federation, Government of",Other,2015-04-27T10:54:00.000Z,,184,RUS,Russian Federation,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127954,0,2015,2015-04-27T11:59:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"dispatched a BAF Lockheed C-130B aircraft with 10 tonnes of relief materials, including tents, dry food, water and blankets carrying a 34-member team consisting of 6 military medical teams and representatives of the Foreign Ministry",2015-04-27T11:59:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-06,1,incoming,single,2981,37,"Bangladesh, Government of",2015,"",4861,"",156,NPL,,37,"","Nepal, Government of","",Nepal,"",2015,Primary,"",Other,2015-04-27T11:59:00.000Z,,19,BGD,Bangladesh,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127910,0,2015,2015-04-27T09:56:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"relief team - Search & Rescue cum Medical Team - 69-member Operation Lionheart disaster relief contingent, comprising officers from the Singapore Civil Defence Force (SCDF) and Singapore Police Force (SPF); Singapore Armed Forces (SAF) medical team of 16 medical personnel; Team of six personnel from the Changi Regional Humanitarian Assistance and Disaster Relief (HADR) Coordination Centre; Deployment of two Republic of Singapore Air Force (RSAF) C-130 aircraft to provide airlift support to transport the Singapore relief contingent and their equipment",2015-04-27T09:56:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-28,1,incoming,single,92,37,"Singapore, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"Singapore, Government of",Other,2015-04-27T09:56:00.000Z,,201,SGP,Singapore,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127909,0,2015,2015-04-27T09:53:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,relief team - BOMBEROS SIN FRONTERAS,2015-04-27T09:53:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-05,1,incoming,single,5319,37,"Spain, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T09:53:00.000Z,,209,ESP,Spain,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127978,0,2015,2015-04-27T17:06:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"Relief supplies - medicines dressing items, generators, wire rolls, bulbs, gloves, tissues, medical equipment, drinking water bottles, dry rations",2015-04-27T17:06:00Z,Standard,t,USD,Traditional aid,,commitment,2015-04-28,1,incoming,single,2733,37,"Sri Lanka, Government of",2015,"","",4,156,NPL,,37,"","",Emergency Shelter and NFI,Nepal,"",2015,Primary,"",Other,2015-04-27T17:06:00.000Z,,210,LKA,Sri Lanka,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127936,0,2015,2015-04-27T10:44:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,relief team -  USAR/B-FAST BEL-1,2015-04-27T10:44:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,2927,37,"Belgium, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:44:00.000Z,,22,BEL,Belgium,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127908,0,2015,2015-04-27T09:55:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"relief team - USAR/GEA SAR Team - A Turkish Search and Rescue (SAR) Team and Humanitarian Personnel, Turkish Red Crescent and Turkish NGOs (42 people); Alliance of International Doctors",2015-04-27T09:55:00Z,Standard,t,USD,Traditional aid,,paid,2015-05-06,1,incoming,single,4819,37,"Turkey, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"Turkey, Government of",Other,2015-04-27T09:55:00.000Z,,229,TUR,Turkey,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127911,0,2015,2015-04-27T09:59:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,Search and Rescue (SAR) team from the Ministry of Interior (87 team members) have been deployed to Nepal.,2015-04-27T09:59:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-30,1,incoming,single,100,37,"United Arab Emirates, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T09:59:00.000Z,,235,ARE,United Arab Emirates,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127917,2708879,2015,2015-04-27T10:13:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,DART/USAR Support Costs -deployed a 128-person DART to support emergency response efforts in cooperation with the GoN. The team comprises 14 USAID/OFDA humanitarian specialists and 114 USAR personnel. (USAID/OFDA),2015-04-27T10:13:00Z,Standard,t,USD,Traditional aid,,paid,2015-10-19,1,incoming,single,2933,37,"United States of America, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"United States of America, Government of",Other,2015-04-27T10:13:00.000Z,,237,USA,United States,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127914,0,2015,2015-04-27T10:03:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"relief team - 63-member Medical team, Disaster management/volunteer team, Logistical support team",2015-04-27T10:03:00Z,Standard,t,USD,Traditional aid,,paid,2017-11-21,1,incoming,single,1484,37,"Bhutan, Government of",2015,"","",8,156,NPL,,37,"","",Logistics,Nepal,"",2015,Primary,"",Other,2015-04-27T10:03:00.000Z,,26,BTN,Bhutan,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127972,1000000,2015,2015-04-27T14:55:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,"towards rehabilitation efforts - support to the government
and people of Nepal, following the disastrous earthquake that struck the region on 25
April.",2015-04-27T14:55:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,1484,37,"Bhutan, Government of",2015,"",4861,2,156,NPL,,37,"","Nepal, Government of",Early Recovery,Nepal,"",2015,Primary,"Bhutan, Government of",Other,2015-04-27T14:55:00.000Z,,26,BTN,Bhutan,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127916,0,2015,2015-04-27T10:10:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,relief team - Canadian Medical Assistance Teams (CMAT),2015-04-27T10:10:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,2928,37,"Canada, Government of",2015,"","",7,156,NPL,,37,"","",Health,Nepal,"",2015,Primary,"",Other,2015-04-27T10:10:00.000Z,,40,CAN,Canada,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127956,237154,2015,2015-04-27T12:05:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,Shelter and NFIs (D002512),2015-04-27T12:05:00Z,Standard,t,CAD,Traditional aid,,commitment,2015-05-07,1,incoming,single,2928,37,"Canada, Government of",2015,486,53,4,156,NPL,41686,37,Nepal Earthquake Flash Appeal 2015,Samaritan's Purse,Emergency Shelter and NFI,Nepal,"Emergency Shelter and NFIs for 15,000 households in Nuwakot, Rasuwa ,Dhading and Dolakha districts",2015,Primary,"Canada, Government of",Other,2015-04-27T12:05:00.000Z,300000,40,CAN,Canada,629,NEPAL - Earthquake - April 2015,D002512,"","",1.265,"","","","","",,"",1990,SHELTER AND NFIs,"","",2015-04-27,Incoming,Incoming,FALSE,FALSE
127941,0,2015,2015-04-27T10:57:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"Rescue, medical and relief  - 170-member team - from 26-27 April",2015-04-27T10:57:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-30,1,incoming,single,2976,37,"China, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"China, Government of",Other,2015-04-27T10:57:00.000Z,,46,CHN,China,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127958,9678980,2015,2015-04-27T12:10:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,"in kind - contribution including tents and blankets, generator, medical supplies and water purification equipment",2015-04-27T12:10:00Z,Standard,t,CNY,Traditional aid,,paid,2015-05-06,1,incoming,single,2976,37,"China, Government of",2015,"","",4,156,NPL,,37,"","",Emergency Shelter and NFI,Nepal,"",2015,Primary,"China, Government of",Other,2015-04-27T12:10:00.000Z,60000000,46,CHN,China,629,NEPAL - Earthquake - April 2015,"","","",6.199,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
127920,0,2015,2015-04-27T10:16:00Z,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z,relief team - USAR,2015-04-27T10:16:00Z,Standard,t,USD,Traditional aid,,paid,2015-04-27,1,incoming,single,3003,37,"Estonia, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:16:00.000Z,,70,EST,Estonia,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-27,Incoming,,FALSE,FALSE
127939,0,2015,2015-04-27T10:52:00Z,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,relief team - USAR,2015-04-27T10:52:00Z,Standard,t,USD,Traditional aid,,commitment,2015-04-27,1,incoming,single,5295,37,"Finland, Government of",2015,"","",26480,156,NPL,,37,"","",Coordination and support services,Nepal,"",2015,Primary,"",Other,2015-04-27T10:52:00.000Z,,75,FIN,Finland,629,NEPAL - Earthquake - April 2015,"","","",,"","","","","",,"","","","","",2015-04-26,Incoming,,FALSE,FALSE
