Country Code,Country,Income Type,Region,Source,Classification,Approval Date,Last Updated,Project Title,Project ID,Total Committed Amount (original currency mn),x : USD,Total Amount Committed (USD mn),Loan Amount Committed (USD mn),Grant Amount Committed (USD mn),Grant Portion,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Nov-19,Dec-19,Jan-20,Mar-20,Total Disbursed,Comment,Press release/project website,Additional source,potential_duplication,Flow ID
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Japan, Government of",,2019-06-26,2019-07-02,Shelter construction for earthquake and tsunami affected families in the Central Sulawesi,"",78.823435,107.82,0.731065,,0.731065,1,0,0,0,0,0,0,0,0.731065,0,0,0,0,0,0,0,0.731065,,,,FALSE,194823
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Japan, Government of",,2019-06-26,2019-07-02,Shelter construction for earthquake and tsunami affected Families in the Central Sulawesi,"",45.399687,107.82,0.421069,,0.421069,1,0,0,0,0,0,0,0,0.421069,0,0,0,0,0,0,0,0.421069,,,,FALSE,194824
IDN,Indonesia,Lower middle income,East Asia & Pacific,Swiss Solidarity,,2019-07-04,2019-07-22,"Supporting earthquake-affected families in Sulawesi in restoring their livelihoods and WASH infrastructure :Water, Sanitation & Hygiene Promotion; Cash Transfer; Prevention & Preparedness",293.019 / p190031,0.6,0.977,0.614125,,0.614125,1,0,0,0,0,0,0,0,0,0.614125,0,0,0,0,0,0,0.614125,,,,FALSE,195802
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2018-09-30,2019-08-20,Fund to support the Government of Indonesia response to Sulawesi Earthquake and tsunami.,"",992.92,14680,0.067638,,0.067638,1,0,0,0,0,0,0,0,0,0.067638,0,0,0,0,0,0,0.067638,,,,FALSE,197029
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2018-09-30,2019-08-20,Contribution to IFRC Sulawesi Tsunami appeal.,"",1.5,1.503,0.998004,,0.998004,1,0,0,0,0,0,0,0,0,0.998004,0,0,0,0,0,0,0.998004,,,,FALSE,197033
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2018-09-30,2019-08-20,Deployment of relief supplies to Indonesia following the Sulawesi earthquake and tsunami.,"",0.157903,1.503,0.105059,,0.105059,1,0,0,0,0,0,0,0,0,0.105059,0,0,0,0,0,0,0.105059,,,,FALSE,197034
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2018-09-30,2019-08-20,Support for the deployment of a NZ Red Cross telecommunications and IT surge team to support Indonesian Red Cross efforts following the Sulawesi earthquake and tsunami.,"",0.1,1.503,0.066534,,0.066534,1,0,0,0,0,0,0,0,0,0.066534,0,0,0,0,0,0,0.066534,,,,FALSE,197035
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2018-09-30,2019-08-20,"Contribution of $750,00 to support response and early recovery work of UNICEF.","",0.75,1.503,0.499002,,0.499002,1,0,0,0,0,0,0,0,0,0.499002,0,0,0,0,0,0,0.499002,,,,FALSE,197041
IDN,Indonesia,Lower middle income,East Asia & Pacific,"New Zealand, Government of",,2019-01-31,2019-07-18,"Grant contribution to the International Federation of the Red Cross (IFRC) for response activities following a tsunami in Sunda Strait, Indonesia.","",1.5,1.466,1.023192,,1.023192,1,0,0,0,0,0,0,0,0,1.023192,0,0,0,0,0,0,1.023192,,,,FALSE,195641
IDN,Indonesia,Lower middle income,East Asia & Pacific,UNICEF National Committee/Belgium,,2019-08-01,2019-10-10,Emergency response to earthquake/tsunami Sulawesi-Indonesia (SM190364),SM190364,,,0.110505,,0.110505,1,0,0,0,0,0,0,0,0,0,0.110505,0,0,0,0,0,0.110505,,,,FALSE,198896
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.335,1.406,0.238265,,0.238265,1,0,0,0,0,0,0,0,0,0,0.238265,0,0,0,0,0,0.238265,,,,FALSE,199668
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.065,1.406,0.04623,,0.04623,1,0,0,0,0,0,0,0,0,0,0.04623,0,0,0,0,0,0.04623,,,,FALSE,199669
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.164989,1.406,0.117346,,0.117346,1,0,0,0,0,0,0,0,0,0,0.117346,0,0,0,0,0,0.117346,,,,FALSE,199670
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.078489,1.406,0.055824,,0.055824,1,0,0,0,0,0,0,0,0,0,0.055824,0,0,0,0,0,0.055824,,,,FALSE,199671
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.108882,1.406,0.077441,,0.077441,1,0,0,0,0,0,0,0,0,0,0.077441,0,0,0,0,0,0.077441,,,,FALSE,199672
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.488266,1.406,0.347273,,0.347273,1,0,0,0,0,0,0,0,0,0,0.347273,0,0,0,0,0,0.347273,,,,FALSE,199673
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.31,1.406,0.220484,,0.220484,1,0,0,0,0,0,0,0,0,0,0.220484,0,0,0,0,0,0.220484,,,,FALSE,199674
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",0.5,1.406,0.355619,,0.355619,1,0,0,0,0,0,0,0,0,0,0.355619,0,0,0,0,0,0.355619,,,,TRUE,199675
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Australia, Government of",,2018-10-01,2019-10-21,Support for response to Sulawesi,"",1.6,1.406,1.13798,,1.13798,1,0,0,0,0,0,0,0,0,0,1.13798,0,0,0,0,0,1.13798,,,,TRUE,199676
IDN,Indonesia,Lower middle income,East Asia & Pacific,"United States of America, Government of",,2019-09-30,2019-10-16,Indonesia/Earthquake-2019: Program Support (USAID/OFDA),"",,,0.025868,,0.025868,1,0,0,0,0,0,0,0,0,0,0,0.025868,0,0,0,0,0.025868,,,,FALSE,199385
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Japan, Government of",,2019-11-27,2020-01-15,Construction of family toilets & promotion of hygiene for the affected families of Central Sulawesi (Earthquake),"",29.842219,109.47,0.272606,,0.272606,1,0,0,0,0,0,0,0,0,0,0,0,0.272606,0,0,0,0.272606,,,,FALSE,203900
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Luxembourg, Government of",,2019-12-19,2019-12-23,Recovery for households affected by the tsunami in 2018 - Indonesia (2019 portion),AH/CIL/2019/0004,0.1,0.909,0.110011,,0.110011,1,0,0,0,0,0,0,0,0,0,0,0,0,0.110011,0,0,0.110011,,,,FALSE,203220
IDN,Indonesia,Lower middle income,East Asia & Pacific,"Luxembourg, Government of",,2019-12-19,2019-12-23,Recovery for households affected by the tsunami in 2018 - Indonesia (2020 portion),AH/CIL/2019/0004,0.09975,0.909,0.109736,,0.109736,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109736,0,0,0.109736,,,,FALSE,203221
IDN,Indonesia,Lower middle income,East Asia & Pacific,Swiss Solidarity,,2020-01-23,2020-02-27,Inclusive livelihood recovery for earthquake- and tsunami affected people,295.001,0.3,0.992,0.302419,,0.302419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302419,0,0.302419,,,,FALSE,205782
IDN,Indonesia,Lower middle income,East Asia & Pacific,Swiss Solidarity,,2020-01-23,2020-02-27,Making schools and children in Sulawesi safe again,296.004,0.780349,0.992,0.786642,,0.786642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786642,0,0.786642,,,,FALSE,205783
IDN,Indonesia,Lower middle income,East Asia & Pacific,Swiss Solidarity,,2020-03-04,2020-07-24,Reconstruction of disaster-affected houses,299.021 / p200028,0.997773,0.969,1.029693,,1.029693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029693,1.029693,,,,FALSE,215435
