Country Code,Country,Income Type,Region,Source,Classification,Approval Date,Last Updated,Project Title,Project ID,Total Committed Amount (original currency mn),x : USD,Total Amount Committed (USD mn),Loan Amount Committed (USD mn),Grant Amount Committed (USD mn),Grant Portion,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Apr-16,May-16,Jun-16,Aug-16,Sep-16,Total Disbursed,Comment,Press release/project website,Additional source,potential_duplication
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-04-30,2015-05-11,to be allocated to specific projects,"",10,8.612003,1.16117,,1.16117,1,1.16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16117,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-04-30,2015-05-18,"in kind - Short term secondments of Humanitarian Experts to UN Agencies - To provide additional short-term capacity, expertise and leadership for humanitarian response operations where needed. The UN frequently lack expert humanitarian personnel able to deploy quickly to specific rapid onset or chronic emergencies.  (205028)","205028, [EDRIS:70980]",0.5,0.676,0.739645,,0.739645,1,0.739645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739645,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-04-30,2015-05-13,"Emergency assistance to earthquake affected population of Nepal through provision of safe water, sanitation and hygiene promotion",[EDRIS:71048],5,8.612,0.580585,,0.580585,1,0.580585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580585,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-04-30,2015-10-08,to be allocated to specific projects (from UNICEF office/Brazil),"",,,0.336063,,0.336063,1,0.336063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336063,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-04-30,2015-12-22,to be allocated to specific projects (from UNICEF office/Malaysia),"",,,1.294856,,1.294856,1,1.294856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294856,,,,FALSE
NPL,Nepal,Low income,South Asia,Friends of UNFPA,,2015-04-30,2015-05-21,Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",,,0.026836,,0.026836,1,0.026836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026836,,,,FALSE
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-04-30,2017-11-21,Provision of Humanitarian Air Services in Nepal (2015-24426),"2015-24426, [EDRIS:71365]",10,6.891,1.451168,,1.451168,1,1.451168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451168,,,,FALSE
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-04-30,2015-06-02,Emergency response - Prevention and response to protect children in affected areas.  (2015-24414),"2015-24414, [EDRIS:71364]",10,6.746,1.48236,,1.48236,1,1.48236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48236,,,,FALSE
NPL,Nepal,Low income,South Asia,"Russian Federation, Government of",,2015-04-30,2015-05-27,in kind -  7-member medical brigade formed by the Moscow Institute of Emergency Children's Surgery and Traumatology,"",,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,"Lithuania, Government of",,2015-04-30,2015-08-19,The April 2015 Nepal earthquake,[EDRIS:72521],0.018,0.903978,0.019912,,0.019912,1,0.019912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019912,,,,FALSE
NPL,Nepal,Low income,South Asia,"Thailand, Government of",,2015-04-30,2015-06-19,"to provide emergency relief to populations affected by the devastating earthquake in Nepal. (Government initiated Fund raising activity - Donation from the civil society - the government allocated a TV program """"Thai Hearts for Nepal"""")  (total funding of $7.5 million - unallocated balance)","",,,4.5,,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,,,,FALSE
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-05-01,2015-05-01,NZ Government contribution to the NZ Red Cross Emergency Response Unit deployment to Nepal.,A12230,0.16,1.298,0.123267,,0.123267,1,0,0.123267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123267,,,,FALSE
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-05-01,2017-03-21,"In-kind contribution - Distribution of essential relief supplies to those in need by the Himalayan Trust, Nepal.","",0.09,1.298,0.069337,,0.069337,1,0,0.069337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069337,,,,FALSE
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-05-01,2015-05-08,"NZ Government contribution to the IFRC Flash Appeal, through the NZ Red Cross.",A12226,0.5,1.298,0.385208,,0.385208,1,0,0.385208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385208,,,,FALSE
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-01,2015-05-04,"Temporary shelters for 270 families, Food ration  for 270 families for 2 weeks, Solar lights, Hygiene kits for 270 families, mobile medical services for at least 3000 clients, Chlorine for purification of water (through Health And Nutrition Development Society [HANDS Pakistan])","",,,0.025,,0.025,1,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-01,2015-05-12,Emergency Supplies,"",0.5,1.245,0.401606,,0.401606,1,0,0.401606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-01,2015-05-04,life-saving humanitarian support to Nepal,"",0.5,1.245,0.401606,,0.401606,1,0,0.401606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606,,,,FALSE
NPL,Nepal,Low income,South Asia,"Morocco, Government of",,2015-05-01,2015-09-15,Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4852),[OCT 4852];[NV/359/15],,,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-01,2015-08-18,Safe Emergency Debris Removal and Management to prepare for shelter and recovery of earthquake affected communities in Nepal (USAID/OFDA),"",,,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-01,2015-09-22,Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4847) [USAID/OFDA],[OCT 4847];[AID-OFDA-IO-15-00042],,,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-05-01,2015-05-19,Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4845),[OCT 4845];[D-002546; 7061594; 7344285 ],0.25,1.194697,0.209258,,0.209258,1,0,0.209258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209258,,,,FALSE
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-05-01,2015-05-07,"To save lives and alleviate suffering - WASH, emergency food security and livelihoods response in Kathmandu Valley, Gorkha, Lamjung and Sindhupalchowk (OXFAM ERFS 2015)","OXFAM ERFS 2015, [EDRIS:70919]",0.1,0.904,0.110619,,0.110619,1,0,0.110619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110619,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-06-24,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.5,0.649,0.770416,,0.770416,1,0,0.770416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770416,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-06-24,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.7,0.649,1.078582,,1.078582,1,0,1.078582,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078582,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-05-08,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.3,0.649,0.46225,,0.46225,1,0,0.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46225,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-06-24,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.55,0.649,0.847458,,0.847458,1,0,0.847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847458,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-07-02,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.15,0.649,0.231125,,0.231125,1,0,0.231125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231125,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-06-24,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.45,0.649,0.693374,,0.693374,1,0,0.693374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693374,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-01,2015-11-10,to be allocated to specific projects (from UNICEF office/Bulgaria),"",,,0.09964,,0.09964,1,0,0.09964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09964,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-01,2015-10-08,to be allocated to specific projects (from UNICEF office/Croatia),"",,,0.130951,,0.130951,1,0,0.130951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130951,,,,FALSE
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-05-01,2017-03-21,In-Kind Short-term deployment of engineers to assist Government of Nepal with damage assessments of public infrastructure,"",0.040197,1.298,0.030968,,0.030968,1,0,0.030968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030968,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-01,2015-05-20,"in kind - Provide a 48,735 food baskets containing 12 tons of (rice + lentil + sugar + oil), and the distribution of 1,650,000 liters of water [through Khalifa Bin Zayed Al Nahyan Foundation] (KBZ-2015-005)",KBZ-2015-005,2.168466,3.673,0.59038,,0.59038,1,0,0.59038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59038,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-01,2015-05-20,"in kind - Provide a variety of relief items (15,000 blankets, 20,000 cover to build tents, 15,500 equipment and tools for cooking, 30,000 chlorine tablet to sterilize,and 5000 jaket ) [through Khalifa Bin Zayed Al Nahyan Foundation] (KBZ-2015-006)",KBZ-2015-006,1.305252,3.673,0.355364,,0.355364,1,0,0.355364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355364,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-01,2015-05-20,"in kind - Provide a 1,313 of diverse medical materials (wheelchairs, crutches, stretchers, surgical tools, equipment for ambulances, hospital beds, etc.) [through Khalifa Bin Zayed Al Nahyan Foundation] (KBZ-2015-007)",KBZ-2015-007,0.20156,3.673008,0.054876,,0.054876,1,0,0.054876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054876,,,,FALSE
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-05-01,2015-05-21,Assessment team - ERT MED,"",,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-08-11,to be allocated to specific projects (from UNICEF office/Ireland),"",,,0.381637,,0.381637,1,0,0.381637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381637,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-10-08,to be allocated to specific projects (from UNICEF office/Chile),"",,,0.010493,,0.010493,1,0,0.010493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010493,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-08-11,to be allocated to specific projects (from UNICEF office/Argentina),"",,,0.276732,,0.276732,1,0,0.276732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276732,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-11-10,to be allocated to specific projects (from UNICEF office/China),"",,,0.649857,,0.649857,1,0,0.649857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649857,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-09-03,to be allocated to specific projects (from UNICEF office/Ecuador),"",,,0.019226,,0.019226,1,0,0.019226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019226,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-10-08,to be allocated to specific projects (from UNICEF office/Mexico),"",,,0.166914,,0.166914,1,0,0.166914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166914,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2016-02-29,to be allocated to specific projects (from UNICEF office/Philippines),"",,,0.189439,,0.189439,1,0,0.189439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189439,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-12-22,to be allocated to specific projects (from UNICEF office/THAILAND),"",,,2.360149,,2.360149,1,0,2.360149,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360149,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-11-10,to be allocated to specific projects (from UNICEF office/Venezuela),"",,,0.244792,,0.244792,1,0,0.244792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244792,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-24,2015-08-05,to be allocated to specific projects (from UNICEF office/WEST BANK & GAZA),"",,,0.02,,0.02,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,,,,FALSE
NPL,Nepal,Low income,South Asia,"",,2015-05-01,2015-12-22,to be allocated to specific projects (from UNICEF office/India),"",,,0.001616,,0.001616,1,0,0.001616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001616,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-01,2015-07-02,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),"205028, [EDRIS:70962]",0.35,0.649,0.539291,,0.539291,1,0,0.539291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539291,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-01,2015-06-30,"Provision of Emergency Shelter, Non Food Items (NFI) and shelter support to self recovery to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households (USAID/OFDA)","",,,2,,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,FALSE
NPL,Nepal,Low income,South Asia,"Switzerland, Government of",,2015-05-01,2015-07-27,Continuation and Consolidation of Emergency response (7F-09354.01) (through SET Emergency Response Earthquake),7F-09354.01,2,0.948,2.109705,,2.109705,1,0,2.109705,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109705,,,,FALSE
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-01,2015-08-18,"In-kind - secondment of demolition experts
(through Swedish Civil Contingencies Agency MSB)","",,,0.457944,,0.457944,1,0,0.457944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457944,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Arab Emirates, Government of",,2015-05-01,2015-09-21,"in kind - Provide a variety of relief items (35,000 food items (rice + flour + oil + Adas + sugar), 10,000  blankets, 6000 Jackets ,15.000 parcel Personal Sanitary items, 5000 tent, 5000 Mat , 2000 parcel cooking kit ,1600 cartons of water) RCA-2015-002)",RCA-2015-002,2.5,3.673,0.680643,,0.680643,1,0,0.680643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680643,,,,FALSE
NPL,Nepal,Low income,South Asia,"Estonia, Government of",,2015-05-01,2015-12-18,"To relieve aftermath of the earthquake in small villages, to support them with the immediate humanitarian needs as shelter, clean water, food, clothes, blankets and sanitation facilities.",[EDRIS:74045],0.005,0.904,0.005531,,0.005531,1,0,0.005531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005531,,,,FALSE
NPL,Nepal,Low income,South Asia,"Bahrain, Government of",,2015-05-02,2015-06-02,"in kind - a 10-member aid team of specialists and 7,000 kg - 600 litres of cooking oil, food products and blankets","",,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-05-03,2017-11-21,Logistics support (DoD),"",,,21.146289,,21.146289,1,0,21.146289,0,0,0,0,0,0,0,0,0,0,0,0,0,21.146289,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-03,2017-11-21,To provide immediate humanitarian support to people affected by the Nepal earthquake (205028),"205028, [EDRIS:70971]",2.5,0.649,3.85208,,3.85208,1,0,3.85208,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85208,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-03,2015-06-30,"in kind -  Provision of Emergency Shelter, Non Food Items (NFI) and shelter support to self recovery to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households (205028)","205028, [EDRIS:70969]",0.65126,0.649,1.003483,,1.003483,1,0,1.003483,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003483,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-03,2015-06-30,"To provide immediate humanitarian support to people affected by the Nepal earthquake. - Provision of Emergency Shelter and Non-Food Items (NFI) and Structural Assessment Support to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households and Structural Assessments for 5000 buildings (205028)","205028, [EDRIS:70968]",1.25,0.649,1.92604,,1.92604,1,0,1.92604,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92604,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-03,2015-07-03,To provide immediate humanitarian support to people affected by the Nepal earthquake. -  Logistics Augmentation and Coordination in Response to the Earthquake in Nepal (205028),"205028, [EDRIS:70965]",0.8,0.649,1.232666,,1.232666,1,0,1.232666,0,0,0,0,0,0,0,0,0,0,0,0,0,1.232666,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-03,2017-11-21,Shelter and non-food item (NFI) Pipeline support to Regional Hubs in Nepal (NSRHN) (205028),"205028, [EDRIS:70969]",0.114928,0.649,0.177085,,0.177085,1,0,0.177085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177085,,,,FALSE
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-05-03,2015-07-28,Procurement and distribution of dignity kits (Gorkha district),APRO Regional,,,0.056912,,0.056912,1,0,0.056912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056912,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2015-05-11,"Increasing access to Water, Sanitation and Hygiene for earthquake affected population in Nepal",15-RR-CEF-054:NPL-15-15/WS/80079/6491,,,3.50077,,3.50077,1,0,3.50077,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50077,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2015-05-11,Ensuring protection of earthquake affected women and children in Nepal,15-RR-CEF-053:NPL-15-15/P-HR-RL/80081/6491,,,0.255195,,0.255195,1,0,0.255195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255195,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2015-05-15,Emergency Food Assistance to Populations Affected by Earthquake in Nepal,15-RR-WFP-031:NPL-15-15/F/80125/561,,,2.920199,,2.920199,1,0,2.920199,0,0,0,0,0,0,0,0,0,0,0,0,0,2.920199,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2017-11-21,Provision of Humanitarian Air Services and Logistics Augmentation in Nepal,15-RR-WFP-032:Coordination and Support Services,,,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE
NPL,Nepal,Low income,South Asia,"Switzerland, Government of",,2015-05-04,2015-05-07,"continuation of started activities: staff, shelter material, logistics, etc","",1.1,0.948,1.160338,,1.160338,1,0,1.160338,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160338,,,,FALSE
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-05-04,2017-11-21,To provide immediate humanitarian support to people affected by the Nepal earthquake. - Logistics / Technical assistance (205028),"205028, [EDRIS:70973]",0.315,0.649,0.485362,,0.485362,1,0,0.485362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485362,,,,FALSE
NPL,Nepal,Low income,South Asia,United Nations Development Programme,,2015-05-04,2015-06-17,Safe Emergency Debris Removal and Management to prepare for shelter and recovery of earthquake affected communities in Nepal,"",,,0.9,,0.9,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2015-07-03,Provision of Humanitarian Air Services and Logistics Augmentation in Nepal,15-RR-WFP-032:Coordination and Support Services,,,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-04,2015-05-19,emergency assistance (total funding of NOK 130 million - fully allocated to specific organizations),"",0,7.647059,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,Turkish Red Crescent Society,,2015-05-05,2015-05-06,"in kind - 2,000 tarpaulins Tarpaulins,2000 kgs  ","",0.073,2.66,0.027444,,0.027444,1,0,0.027444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027444,,,,FALSE
NPL,Nepal,Low income,South Asia,"Poland, Government of",,2015-05-05,2015-05-07,"in kind - Humanitarian aid: food, medicines, cleaning agents, water purification agents, tents, sleeping bags","",,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-05-05,2016-01-04,"To save lives and alleviate suffering (Trócaire ERFS 2015) - Household Kits, Transport","Trócaire ERFS 2015, [EDRIS:70899]",0.1,0.904,0.110619,,0.110619,1,0,0.110619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110619,,,,FALSE
NPL,Nepal,Low income,South Asia,"Bulgaria, Government of",,2015-05-05,2015-05-11,to be allocated to specific projects,"",,,0.04,,0.04,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,,,,FALSE
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-05-05,2015-05-13,Secondment of WASH Cluster IMO to Unicef,[EDRIS:71042],0.4,8.385,0.047704,,0.047704,1,0,0.047704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047704,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-05,2017-11-21,Camp Coordination and Camp Management for Earthquake-Displaced Persons in Nepal,15-RR-IOM-017:npl-15-15/s-nf/80078/6491,,,0.622145,,0.622145,1,0,0.622145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622145,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-06,2015-05-29,Addressing health needs in the earthquake affected population,15-RR-CEF-052:npl-15-15/h/80077/6491,,,1.004901,,1.004901,1,0,1.004901,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004901,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-06,2015-07-03,Addressing health needs in the earthquake affected population,15-RR-WHO-018:npl-15-15/h/80126/122,,,0.978836,,0.978836,1,0,0.978836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978836,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-06,2015-05-15,NPL-15/0007/to be allocated to specific projects,"",10,7.562003,1.322401,,1.322401,1,0,1.322401,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322401,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-06,2015-05-11,QZA-12/0209/Deployment of NORCAP experts to UN response to the earth quake in Nepal.,QZA-12/0209,10,7.562,1.322401,,1.322401,1,0,1.322401,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322401,,,,FALSE
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-05-06,2015-05-21,Emergency response. Distribution of food (2014-32210),"2014-32210, [EDRIS:71345]",2,6.746,0.296472,,0.296472,1,0,0.296472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296472,,,,FALSE
NPL,Nepal,Low income,South Asia,Central Emergency Response Fund,,2015-05-04,2015-05-21,Ensuring protection of earthquake affected women and children in Nepal,15-RR-FPA-017:NPL-15-15/P-HR-RL/80081/6491,,,0.254125,,0.254125,1,0,0.254125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254125,,,,FALSE
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-05-07,2015-05-08,Support to earthquake affected (through ACT Alliance / Church of Sweden),"",,,3,,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,FALSE
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-05-07,2015-09-28,QZA-15/0178-18/IFRC Nepal - IFRC Emergency Appeal for the Nepal earthquake - deployment of field hospital,QZA-15/0178-18,15,7.562,1.983602,,1.983602,1,0,1.983602,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983602,,,,FALSE
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-05-07,2015-05-21,"Shelter, fod assistance, non-food items, hygiene interventions, establishment of field hospitals in tents and depollution of water.   (2014-32211)","2014-32211, [EDRIS:71340]",0.5,6.746,0.074118,,0.074118,1,0,0.074118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074118,,,,FALSE
NPL,Nepal,Low income,South Asia,IDeA Foundation,,2015-05-08,2015-05-12,"From people of Armenia for people of Nepal. 100 Lives Project of IDeA Foundation for those who were affected by the devastating earthquake, in particular the children of Nepal.","",,,0.1,,0.1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,,,,FALSE
NPL,Nepal,Low income,South Asia,"Pakistan, Government of",,2015-05-08,2015-05-11,"in kind - 20,000 tents; 20 tons of rice; 39,000 tarpaulin shelters","",,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE
NPL,Nepal,Low income,South Asia,"Ireland, Government of",,2015-05-08,2015-05-13,To save lives and alleviate suffering - Comprehensive emergency WASH intervention for Nepal Earthquake (CONCERN ERFS 2015),"CONCERN ERFS 2015, [EDRIS:71045]",0.15,0.904,0.165929,,0.165929,1,0,0.165929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165929,,,,FALSE
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Japan,,2015-05-08,2015-11-09,to be allocated to specific projects,"",1458.985932,119.12,12.248035,,12.248035,1,0,12.248035,0,0,0,0,0,0,0,0,0,0,0,0,0,12.248035,,,,FALSE
NPL,Nepal,Low income,South Asia,"Belgium, Government of",,2015-05-08,2017-11-21,Ensure time critical food security inputs are provided to areas most severely affected by the earthquake to reinvigorate livelihood systems among affected smallholder farmers,"",,,0.5,,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,FALSE
